## AeroDB
## Cart3D Solutions for the LGBB Geometry
##
## NASA Advanced Supercomputing - Applications Branch
## NASA Ames Research Center
## Mail Stop T27B-1
## Moffett Field, CA  94035-1000
##
## POC: Neal M. Chaderjian (nchaderjian@mail.arc.nasa.gov)
## Stuart E. Rogers (rogers@nas.nasa.gov)
## 
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
## lift = Lift Coefficient
## drag = Drag Coefficient
## pitch = Pitching Moment Coefficient
## side = Side-Force Coefficient
## yaw = Yawing Moment Coefficient
## roll = Rolling Moment Coefficient
##              
mach alpha beta lift  drag  pitch  side  yaw  roll
5.60 0 0.0 -0.015130 0.041180 -0.002420 0.000180 -0.000030 0.000020
5.60 1 0.0 -0.000740 0.043250 -0.001290 0.000000 -0.000030 0.000010
5.60 2 0.0 0.016340 0.043490 -0.000540 0.000000 -0.000030 0.000010
5.60 5 0.0 0.067460 0.045780 0.001440 -0.000010 -0.000070 0.000020
5.60 8 0.0 0.127640 0.057930 0.003370 0.000040 -0.000020 0.000010
5.60 10 0.0 0.171720 0.071550 0.004630 -0.000030 -0.000090 0.000020
5.60 12 0.0 0.219120 0.089660 0.005590 -0.000060 -0.000100 0.000030
5.60 15 0.0 0.297140 0.125590 0.006870 -0.000050 -0.000040 0.000020
5.60 16 0.0 0.324620 0.140020 0.007230 -0.000210 -0.000110 0.000020
5.60 17 0.0 0.352950 0.155760 0.007340 -0.000030 -0.000050 0.000000
5.60 18 0.0 0.382680 0.173120 0.007380 0.000010 -0.000050 0.000020
5.60 19 0.0 0.412750 0.191680 0.007330 0.000130 0.000000 0.000020
5.80 -5 0.0 -0.093730 0.052920 -0.005850 0.000060 -0.000100 0.000030
5.80 -5 0.0 -0.093790 0.052940 -0.005870 0.000080 -0.000060 0.000040
5.80 -2 0.0 -0.044580 0.041820 -0.004080 0.000010 -0.000090 0.000020
5.80 -2 0.0 -0.044610 0.041820 -0.004100 0.000020 -0.000090 0.000020
5.80 0 0.0 -0.015400 0.040530 -0.002450 0.000230 -0.000040 0.000020
5.80 0 0.0 -0.015340 0.040600 -0.002400 0.000260 -0.000010 0.000020
5.80 1 0.0 -0.000960 0.040740 -0.001520 0.000180 -0.000010 0.000020
5.80 2 0.0 0.014580 0.040900 -0.000640 0.000090 -0.000110 0.000030
5.80 2 0.0 0.014630 0.040880 -0.000640 0.000080 -0.000130 0.000030
5.80 5 0.0 0.065370 0.045160 0.001560 0.000090 -0.000070 0.000020
5.80 8 0.0 0.124560 0.057210 0.003570 -0.000020 -0.000040 0.000010
5.80 8 0.0 0.124630 0.057230 0.003580 -0.000040 -0.000060 0.000020
5.80 10 0.0 0.167760 0.070840 0.004760 -0.000060 -0.000100 0.000020
5.80 10 0.0 0.167840 0.070850 0.004780 -0.000060 -0.000090 0.000010
5.80 12 0.0 0.214750 0.088790 0.005680 -0.000170 -0.000120 0.000020
5.80 12 0.0 0.214650 0.088780 0.005650 -0.000100 -0.000100 0.000030
5.80 15 0.0 0.291820 0.124220 0.007220 -0.000010 -0.000020 0.000020
5.80 15 0.0 0.291720 0.124190 0.007170 0.000070 -0.000010 0.000020
5.80 16 0.0 0.319340 0.138640 0.007460 -0.000010 -0.000050 0.000010
5.80 16 0.0 0.319220 0.138600 0.007440 -0.000010 -0.000060 0.000010
5.80 17 0.0 0.347790 0.154320 0.007530 -0.000220 -0.000100 0.000010
5.80 18 0.0 0.376770 0.171270 0.007760 0.000080 -0.000030 0.000020
5.80 18 0.0 0.376970 0.171340 0.007780 -0.000020 -0.000060 0.000010
5.80 19 0.0 0.406680 0.189760 0.008000 -0.000030 -0.000020 0.000040
5.80 19 0.0 0.406750 0.189790 0.008020 -0.000070 -0.000030 0.000030
5.80 20 0.0 0.436900 0.209450 0.007900 -0.000070 -0.000020 0.000020
5.80 20 0.0 0.436850 0.209430 0.007890 -0.000110 -0.000040 0.000020
5.80 21 0.0 0.467840 0.230630 0.007800 -0.000130 -0.000070 0.000050
5.80 21 0.0 0.468330 0.230850 0.007890 -0.000140 -0.000080 0.000030
5.80 22 0.0 0.499960 0.253790 0.007510 0.000010 0.000010 0.000040
5.80 23 0.0 0.532910 0.278530 0.006970 -0.000170 -0.000110 0.000030
5.80 24 0.0 0.566320 0.304850 0.006180 0.000280 0.000130 0.000030
5.80 25 0.0 0.600670 0.333130 0.005400 -0.000120 -0.000050 0.000010
5.80 26 0.0 0.634640 0.362970 0.004510 -0.000070 -0.000090 0.000020
5.80 27 0.0 0.668690 0.394480 0.003620 -0.000190 -0.000130 0.000030
5.80 28 0.0 0.702460 0.427610 0.002520 -0.000190 -0.000120 0.000010
5.80 29 0.0 0.736470 0.462610 0.001050 -0.000290 -0.000110 0.000050
5.80 30 0.0 0.770790 0.499680 -0.000080 0.000040 0.000110 0.000060
6.00 -5 0.0 -0.092060 0.052390 -0.005830 0.000090 -0.000090 0.000020
6.00 -2 0.0 -0.044080 0.041220 -0.004140 0.000060 -0.000080 0.000010
6.00 0 0.0 -0.015420 0.039930 -0.002390 0.000200 -0.000030 0.000020
6.00 1 0.0 -0.001420 0.040240 -0.001440 0.000190 0.000000 0.000010
6.00 2 0.0 0.013700 0.040410 -0.000570 0.000130 -0.000110 0.000020
6.00 5 0.0 0.063590 0.044540 0.001690 0.000000 -0.000100 0.000020
6.00 8 0.0 0.121410 0.056570 0.003690 -0.000060 -0.000080 0.000020
6.00 10 0.0 0.164120 0.070150 0.004840 -0.000030 -0.000080 0.000020
6.00 12 0.0 0.210540 0.087950 0.005850 -0.000070 -0.000080 0.000030
6.00 15 0.0 0.287140 0.123120 0.007430 0.000010 -0.000030 0.000010
6.00 16 0.0 0.314160 0.137250 0.007570 -0.000180 -0.000040 0.000010
6.00 17 0.0 0.342140 0.152660 0.007810 -0.000010 -0.000020 0.000010
6.00 18 0.0 0.371020 0.169480 0.007900 -0.000130 -0.000060 0.000020
6.00 19 0.0 0.400760 0.187680 0.008240 -0.000090 -0.000070 0.000030
6.00 20 0.0 0.430810 0.207330 0.008210 0.000020 -0.000020 0.000020
6.00 21 0.0 0.461870 0.228570 0.008080 -0.000150 -0.000030 0.000030
6.00 22 0.0 0.494580 0.251610 0.007680 -0.000260 -0.000110 0.000030
6.00 23 0.0 0.527830 0.276190 0.007020 -0.000140 -0.000070 0.000040
6.00 24 0.0 0.561450 0.302560 0.006310 0.000160 0.000020 0.000040
6.00 25 0.0 0.594940 0.330300 0.005400 0.000060 -0.000020 0.000050
6.00 26 0.0 0.629870 0.360600 0.004770 -0.000230 -0.000170 0.000040
6.00 27 0.0 0.663620 0.391850 0.003610 0.000210 0.000060 0.000050
6.00 28 0.0 0.697810 0.424950 0.002530 -0.000070 -0.000030 0.000040
6.00 29 0.0 0.731360 0.459340 0.001200 -0.000060 0.000010 0.000060
6.00 30 0.0 0.767130 0.497180 0.000370 -0.000220 -0.000060 0.000080
1.20 -5 0.5 -0.251920 0.098680 0.007860 -0.008140 0.000680 -0.000040
1.20 10 0.5 0.606970 0.185930 -0.055870 -0.003170 -0.000190 -0.000740
1.20 12 0.5 0.722680 0.230410 -0.063210 -0.002450 -0.000490 -0.000680
1.20 15 0.5 0.890000 0.311660 -0.072690 -0.001120 -0.000990 -0.000640
1.20 17 0.5 0.992410 0.373510 -0.077050 0.000130 -0.001090 -0.000630
1.20 18 0.5 1.041190 0.406610 -0.079120 0.000700 -0.001170 -0.000610
1.20 20 0.5 1.134900 0.479290 -0.082150 0.002090 -0.001290 -0.000650
1.20 22 0.5 1.218180 0.557000 -0.083160 0.001910 -0.001600 -0.000680
1.20 24 0.5 1.292460 0.638920 -0.081470 0.002930 -0.001810 -0.000620
1.20 28 0.5 1.422870 0.818720 -0.073090 0.006340 -0.002320 -0.000630
1.20 30 0.5 1.486850 0.919850 -0.068270 0.004940 -0.002350 -0.000590
1.40 -5 0.5 -0.214550 0.094950 0.001720 -0.008050 0.000540 0.000020
1.40 -2 0.5 -0.069540 0.080970 -0.008210 -0.007160 0.000280 -0.000050
1.40 0 0.5 0.771070 0.484110 0.000260 -0.027150 -0.005240 -0.001500
1.40 2 0.5 0.120460 0.082960 -0.020380 -0.005820 0.000060 -0.000310
1.40 5 0.5 0.804160 0.521520 -0.000590 -0.027710 -0.005330 -0.001590
1.40 8 0.5 0.423000 0.135220 -0.038900 -0.003960 -0.000290 -0.000520
1.40 10 0.5 0.525590 0.166750 -0.044520 -0.003330 -0.000560 -0.000510
1.40 12 0.5 0.626900 0.204810 -0.049840 -0.002540 -0.000750 -0.000550
1.40 15 0.5 0.778610 0.275300 -0.057360 -0.001190 -0.001020 -0.000460
1.40 17 0.5 0.877130 0.331990 -0.061280 -0.000490 -0.001230 -0.000440
1.40 18 0.5 0.925980 0.363740 -0.063150 -0.000040 -0.001290 -0.000410
1.40 20 0.5 1.021060 0.432740 -0.065140 0.000620 -0.001610 -0.000490
1.40 22 0.5 1.110690 0.507440 -0.065770 0.001160 -0.001720 -0.000540
1.40 24 0.5 1.197440 0.589760 -0.064720 0.002440 -0.001930 -0.000550
1.40 25 0.5 1.239230 0.633630 -0.063420 0.002250 -0.001870 -0.000520
1.40 26 0.5 1.279440 0.679140 -0.063190 0.003490 -0.001850 -0.000460
1.40 28 0.5 1.359030 0.777990 -0.061930 0.001940 -0.001980 -0.000340
1.40 30 0.5 1.431370 0.883360 -0.060340 -0.000020 -0.002350 -0.000180
1.60 -5 0.5 -0.193520 0.090720 -0.001320 -0.007970 0.000360 0.000000
1.60 -2 0.5 -0.067770 0.077940 -0.008140 -0.006700 0.000180 -0.000060
1.60 0 0.5 0.014190 0.076740 -0.012080 -0.006180 0.000130 -0.000140
1.60 2 0.5 0.099080 0.080000 -0.016270 -0.005650 -0.000050 -0.000220
1.60 5 0.5 0.230850 0.095680 -0.022660 -0.004760 -0.000170 -0.000340
1.60 8 0.5 0.366760 0.124420 -0.029100 -0.002780 -0.000380 -0.000440
1.60 10 0.5 0.458660 0.151520 -0.032990 -0.002030 -0.000590 -0.000440
1.60 12 0.5 0.550190 0.184980 -0.036750 -0.000990 -0.000790 -0.000470
1.60 15 0.5 0.686880 0.248350 -0.040920 0.000400 -0.001160 -0.000420
1.60 17 0.5 0.777270 0.299760 -0.042330 0.001170 -0.001390 -0.000410
1.60 18 0.5 0.820890 0.327640 -0.042970 0.001610 -0.001490 -0.000430
1.60 20 0.5 0.910150 0.390330 -0.043680 0.002490 -0.001680 -0.000440
1.60 22 0.5 0.996460 0.459870 -0.043380 0.004020 -0.001700 -0.000460
1.60 24 0.5 1.081440 0.537590 -0.043290 0.003710 -0.001760 -0.000450
1.60 25 0.5 1.123120 0.579510 -0.042980 0.004360 -0.001770 -0.000460
1.60 26 0.5 1.164420 0.623440 -0.043200 0.004090 -0.001800 -0.000380
1.60 28 0.5 1.248100 0.718950 -0.044110 0.006010 -0.001860 -0.000290
1.60 30 0.5 1.326360 0.821210 -0.046400 0.005650 -0.001990 -0.000260
1.80 -5 0.5 -0.180310 0.086670 -0.002480 -0.007020 0.000260 0.000020
1.80 -2 0.5 -0.067110 0.074150 -0.007260 -0.006010 0.000140 -0.000050
1.80 0 0.5 0.006670 0.072700 -0.010020 -0.005540 0.000020 -0.000130
1.80 2 0.5 0.083850 0.074970 -0.012950 -0.005210 -0.000130 -0.000210
1.80 5 0.5 0.203860 0.088890 -0.017720 -0.004310 -0.000200 -0.000310
1.80 8 0.5 0.328460 0.115460 -0.022490 -0.003400 -0.000400 -0.000420
1.80 10 0.5 0.412500 0.140290 -0.025210 -0.002790 -0.000550 -0.000410
1.80 12 0.5 0.498080 0.171490 -0.027460 -0.002140 -0.000810 -0.000400
1.80 15 0.5 0.625430 0.229490 -0.029670 -0.000990 -0.001050 -0.000390
1.80 17 0.5 0.709840 0.277410 -0.030090 -0.000040 -0.001320 -0.000380
1.80 18 0.5 0.751180 0.303610 -0.030210 0.000350 -0.001370 -0.000380
1.80 20 0.5 0.834320 0.362050 -0.030310 0.001210 -0.001500 -0.000380
1.80 22 0.5 0.914690 0.427180 -0.029890 0.001730 -0.001750 -0.000430
1.80 24 0.5 0.994310 0.500010 -0.028930 0.002360 -0.001840 -0.000430
1.80 25 0.5 1.033210 0.539010 -0.028440 0.003100 -0.001750 -0.000390
1.80 26 0.5 1.071260 0.579500 -0.028260 0.003350 -0.001680 -0.000370
1.80 28 0.5 1.144990 0.665040 -0.027830 0.003220 -0.001800 -0.000400
1.80 30 0.5 1.213980 0.755700 -0.028080 0.002820 -0.002010 -0.000380
2.00 -5 0.5 -0.170160 0.083640 -0.003100 -0.006550 -0.000040 0.000070
2.00 -2 0.5 -0.066440 0.071680 -0.006680 -0.005560 -0.000080 0.000000
2.00 0 0.5 0.001500 0.069410 -0.008540 -0.005280 -0.000210 -0.000080
2.00 2 0.5 0.072560 0.071190 -0.010590 -0.005080 -0.000240 -0.000160
2.00 5 0.5 0.184060 0.083190 -0.014090 -0.004320 -0.000280 -0.000270
2.00 8 0.5 0.299550 0.107320 -0.017570 -0.003790 -0.000460 -0.000340
2.00 10 0.5 0.378040 0.130110 -0.019500 -0.003190 -0.000490 -0.000330
2.00 12 0.5 0.457330 0.158980 -0.020860 -0.002790 -0.000670 -0.000330
2.00 15 0.5 0.577160 0.215230 -0.021620 -0.001980 -0.000980 -0.000340
2.00 17 0.5 0.656480 0.260690 -0.021460 -0.000990 -0.001190 -0.000320
2.00 18 0.5 0.695520 0.285120 -0.021500 -0.000520 -0.001190 -0.000310
2.00 20 0.5 0.773980 0.339050 -0.020890 -0.000100 -0.001460 -0.000300
2.00 22 0.5 0.851980 0.401420 -0.020280 0.000900 -0.001600 -0.000300
2.00 24 0.5 0.927290 0.469970 -0.019370 0.001510 -0.001610 -0.000300
2.00 25 0.5 0.964140 0.506670 -0.018970 0.001010 -0.001840 -0.000300
2.00 26 0.5 0.999580 0.544260 -0.018750 0.001800 -0.001730 -0.000320
2.00 28 0.5 1.069180 0.624390 -0.018500 0.001600 -0.001950 -0.000310
2.00 30 0.5 1.135710 0.710910 -0.018350 0.001930 -0.001810 -0.000360
3.00 -5 0.5 -0.137390 0.070580 -0.004300 -0.005690 -0.000340 0.000070
3.00 -2 0.5 -0.061350 0.059470 -0.003990 -0.004890 -0.000370 0.000030
3.00 0 0.5 -0.010730 0.056610 -0.004110 -0.004630 -0.000410 0.000000
3.00 2 0.5 0.041980 0.056950 -0.004460 -0.004470 -0.000490 -0.000020
3.00 5 0.5 0.125270 0.064450 -0.004800 -0.004110 -0.000540 -0.000040
3.00 8 0.5 0.212560 0.081650 -0.004450 -0.004170 -0.000660 -0.000050
3.00 10 0.5 0.272070 0.099000 -0.003660 -0.004060 -0.000700 -0.000070
3.00 12 0.5 0.333440 0.121460 -0.002520 -0.003750 -0.000770 -0.000100
3.00 15 0.5 0.427880 0.165390 -0.001010 -0.003390 -0.000900 -0.000190
3.00 17 0.5 0.493370 0.202170 0.000080 -0.002870 -0.001010 -0.000230
3.00 18 0.5 -0.251110 0.101930 0.007440 -0.043640 0.004410 0.000040
3.00 20 0.5 0.594400 0.268790 0.000860 -0.002850 -0.001300 -0.000310
3.00 22 0.5 -0.078370 0.085270 -0.007200 -0.039010 0.003380 -0.000680
3.00 24 0.5 0.732470 0.380070 -0.000520 -0.001990 -0.001500 -0.000260
3.00 25 0.5 0.032390 0.084340 -0.015930 -0.035350 0.002660 -0.001650
3.00 26 0.5 0.801510 0.445420 -0.002540 -0.001430 -0.001600 -0.000240
3.00 28 0.5 0.087900 0.085980 -0.019950 -0.033340 0.002290 -0.002100
3.00 30 0.5 0.929910 0.592270 -0.004610 -0.001370 -0.001370 -0.000730
3.20 -5 0.5 -0.132220 0.068400 -0.004650 -0.005510 -0.000410 0.000090
3.20 -2 0.5 -0.059820 0.057340 -0.003930 -0.004870 -0.000410 0.000030
3.20 0 0.5 -0.011770 0.054600 -0.003880 -0.004600 -0.000480 0.000010
3.20 2 0.5 0.038500 0.054820 -0.003850 -0.004570 -0.000540 0.000000
3.20 5 0.5 0.117570 0.061820 -0.003670 -0.004170 -0.000530 -0.000010
3.20 8 0.5 0.201130 0.078320 -0.002960 -0.004280 -0.000690 -0.000020
3.20 10 0.5 0.258960 0.095070 -0.001930 -0.004020 -0.000740 -0.000050
3.20 12 0.5 0.318500 0.116910 -0.000840 -0.003810 -0.000780 -0.000120
3.20 15 0.5 0.412660 0.160190 0.000390 -0.003170 -0.000890 -0.000180
3.20 17 0.5 0.478050 0.196440 0.001000 -0.003060 -0.001090 -0.000220
3.40 22 0.5 0.625100 0.304370 0.001610 -0.002440 -0.001380 -0.000290
3.40 24 0.5 0.692900 0.361250 0.000620 -0.001870 -0.001360 -0.000310
3.40 25 0.5 0.727770 0.392480 -0.000560 -0.001970 -0.001460 -0.000340
3.40 26 0.5 0.763350 0.425810 -0.001650 -0.002240 -0.001410 -0.000330
3.40 28 0.5 0.831580 0.496490 -0.004030 -0.002370 -0.001200 -0.000410
3.40 30 0.5 0.897040 0.572960 -0.006290 -0.001880 -0.001310 -0.000420
3.60 -5 0.5 -0.123270 0.064590 -0.005140 -0.005180 -0.000520 0.000120
3.60 -2 0.5 -0.056760 0.053770 -0.003980 -0.004660 -0.000480 0.000070
3.60 0 0.5 -0.012870 0.051080 -0.003440 -0.004400 -0.000440 0.000050
3.60 2 0.5 0.032770 0.051310 -0.002940 -0.004480 -0.000540 0.000020
3.60 5 0.5 0.105020 0.057570 -0.002100 -0.004330 -0.000590 0.000010
3.60 8 0.5 0.182650 0.072760 -0.000930 -0.004140 -0.000610 -0.000020
3.60 10 0.5 0.237600 0.088500 0.000200 -0.004160 -0.000740 -0.000050
3.60 12 0.5 0.295320 0.109390 0.001000 -0.003740 -0.000770 -0.000100
3.60 15 0.5 0.385800 0.150830 0.001920 -0.003140 -0.000950 -0.000160
3.60 17 0.5 0.447070 0.185150 0.002670 -0.003350 -0.001150 -0.000170
3.60 18 0.5 0.477920 0.204270 0.002720 -0.003060 -0.001230 -0.000160
3.60 20 0.5 0.542060 0.247250 0.003020 -0.002680 -0.001240 -0.000180
3.60 22 0.5 0.609030 0.296960 0.002140 -0.002450 -0.001230 -0.000300
3.60 24 0.5 0.677380 0.353540 0.000490 -0.002520 -0.001330 -0.000300
3.60 25 0.5 0.710160 0.383670 -0.000440 -0.002530 -0.001210 -0.000320
3.60 26 0.5 0.743720 0.415830 -0.001220 -0.002640 -0.001250 -0.000340
3.60 28 0.5 0.810840 0.485450 -0.003090 -0.002300 -0.001230 -0.000380
3.80 -5 0.5 -0.119050 0.062910 -0.005170 -0.004990 -0.000510 0.000130
3.80 0 0.5 -0.013230 0.049620 -0.003230 -0.004450 -0.000510 0.000060
3.80 5 0.5 0.099740 0.055800 -0.001540 -0.004300 -0.000610 0.000040
3.80 8 0.5 0.174530 0.070330 -0.000150 -0.004090 -0.000600 -0.000010
3.80 12 0.5 0.284500 0.106100 0.001880 -0.003710 -0.000810 -0.000110
3.80 17 0.5 0.432120 0.179870 0.003850 -0.003110 -0.001110 -0.000170
3.80 20 0.5 0.527150 0.241020 0.003440 -0.002780 -0.001170 -0.000220
3.80 22 0.5 0.592760 0.289910 0.002430 -0.002830 -0.001210 -0.000310
3.80 24 0.5 0.658860 0.345210 0.001510 -0.002920 -0.001210 -0.000320
3.80 25 0.5 0.692760 0.375650 0.000880 -0.002970 -0.001190 -0.000400
3.80 26 0.5 0.726530 0.407680 -0.000160 -0.002770 -0.001170 -0.000410
3.80 28 0.5 0.794610 0.477380 -0.001830 -0.002350 -0.001160 -0.000360
3.80 30 0.5 0.860920 0.553380 -0.004160 -0.001870 -0.001230 -0.000330
4.00 -5 0.5 -0.115480 0.061380 -0.005260 -0.004990 -0.000530 0.000120
4.00 -2 0.5 -0.054090 0.050920 -0.003950 -0.004550 -0.000540 0.000100
4.00 0 0.5 -0.013760 0.048300 -0.003050 -0.004350 -0.000550 0.000070
4.00 2 0.5 0.028040 0.048380 -0.002290 -0.004310 -0.000500 0.000050
4.00 5 0.5 0.094900 0.054100 -0.000950 -0.004200 -0.000550 0.000040
4.00 8 0.5 0.167090 0.068260 0.000610 -0.004120 -0.000640 -0.000010
4.00 10 0.5 0.219030 0.083130 0.001650 -0.003960 -0.000690 -0.000070
4.00 12 0.5 0.274160 0.103090 0.002540 -0.003660 -0.000780 -0.000120
4.00 15 0.5 0.358890 0.142270 0.004150 -0.003330 -0.000970 -0.000140
4.00 17 0.5 0.418570 0.175060 0.004570 -0.003260 -0.001020 -0.000190
4.00 18 0.5 0.449770 0.193860 0.004660 -0.003060 -0.001030 -0.000210
4.00 20 0.5 0.513210 0.235870 0.004220 -0.003070 -0.001130 -0.000300
4.00 22 0.5 0.577940 0.284030 0.003670 -0.002900 -0.001130 -0.000330
4.00 24 0.5 0.645630 0.339570 0.002150 -0.003010 -0.001120 -0.000390
4.00 25 0.5 0.679970 0.370030 0.001130 -0.002780 -0.001100 -0.000380
4.00 26 0.5 0.714430 0.402210 0.000380 -0.002740 -0.001180 -0.000330
4.00 28 0.5 0.781510 0.470980 -0.001610 -0.002370 -0.001170 -0.000270
4.00 30 0.5 0.846450 0.545660 -0.003750 -0.002100 -0.001230 -0.000280
4.20 -5 0.5 -0.112320 0.060160 -0.005470 -0.005070 -0.000560 0.000120
4.20 -2 0.5 -0.053060 0.049740 -0.003890 -0.004370 -0.000560 0.000120
4.20 0 0.5 -0.014410 0.047160 -0.002930 -0.004230 -0.000510 0.000090
4.20 2 0.5 0.025890 0.047120 -0.001980 -0.004270 -0.000530 0.000070
4.20 5 0.5 0.090110 0.052590 -0.000490 -0.004200 -0.000530 0.000040
4.20 8 0.5 0.159970 0.066290 0.001250 -0.003950 -0.000570 -0.000010
4.20 10 0.5 0.211020 0.080980 0.002350 -0.003930 -0.000710 -0.000070
4.20 12 0.5 0.264130 0.100430 0.003420 -0.003470 -0.000760 -0.000120
4.20 15 0.5 0.347570 0.138800 0.004830 -0.003340 -0.000890 -0.000180
4.20 17 0.5 0.407460 0.171550 0.005290 -0.003140 -0.000970 -0.000240
4.20 18 0.5 0.437950 0.190010 0.005260 -0.003240 -0.001050 -0.000250
4.20 20 0.5 0.501240 0.231680 0.004920 -0.002930 -0.001060 -0.000310
4.20 22 0.5 0.567850 0.280230 0.003790 -0.003040 -0.001130 -0.000330
4.20 24 0.5 0.635340 0.335380 0.002190 -0.003010 -0.001110 -0.000280
4.20 25 0.5 0.668320 0.365100 0.001360 -0.002900 -0.001140 -0.000250
4.20 26 0.5 0.700980 0.396180 0.000600 -0.002760 -0.001130 -0.000230
4.20 28 0.5 0.767220 0.463800 -0.000780 -0.002440 -0.001280 -0.000170
4.20 30 0.5 0.829680 0.536270 -0.002010 -0.002550 -0.001290 -0.000260
4.40 -5 0.5 -0.109470 0.059040 -0.005580 -0.004910 -0.000550 0.000120
4.40 -2 0.5 -0.051990 0.048590 -0.003830 -0.004440 -0.000560 0.000110
4.40 0 0.5 -0.014560 0.046000 -0.002750 -0.004110 -0.000440 0.000090
4.40 2 0.5 0.024050 0.046040 -0.001680 -0.004230 -0.000510 0.000070
4.40 5 0.5 0.085760 0.051310 -0.000040 -0.004160 -0.000550 0.000040
4.40 8 0.5 0.153800 0.064680 0.001820 -0.003940 -0.000600 -0.000020
4.40 10 0.5 0.203410 0.079060 0.002940 -0.003760 -0.000650 -0.000070
4.40 12 0.5 0.255330 0.098140 0.004170 -0.003470 -0.000760 -0.000120
4.40 15 0.5 0.338170 0.136200 0.005310 -0.003300 -0.000890 -0.000200
4.40 17 0.5 0.396770 0.168260 0.005670 -0.003140 -0.000990 -0.000240
4.40 18 0.5 0.427550 0.186650 0.005620 -0.003080 -0.001020 -0.000290
4.40 20 0.5 0.491080 0.228030 0.004770 -0.003010 -0.001060 -0.000280
4.40 22 0.5 0.557370 0.276200 0.003710 -0.003060 -0.001110 -0.000230
4.40 24 0.5 0.622790 0.330240 0.002810 -0.002950 -0.001190 -0.000190
4.40 25 0.5 0.654960 0.359200 0.002160 -0.002680 -0.001090 -0.000150
4.40 26 0.5 0.687930 0.390140 0.001760 -0.002670 -0.001210 -0.000140
4.40 28 0.5 0.753220 0.456630 0.000440 -0.002540 -0.001240 -0.000190
4.40 30 0.5 0.819150 0.530400 -0.001180 -0.002850 -0.001420 -0.000290
4.60 -5 0.5 -0.106740 0.057890 -0.005690 -0.004800 -0.000520 0.000130
4.60 -2 0.5 -0.051250 0.047640 -0.003920 -0.004170 -0.000480 0.000130
4.60 0 0.5 -0.014950 0.045090 -0.002670 -0.004100 -0.000460 0.000100
4.60 2 0.5 0.022230 0.045010 -0.001510 -0.004040 -0.000400 0.000080
4.60 5 0.5 0.081850 0.050080 0.000350 -0.004200 -0.000560 0.000040
4.60 8 0.5 0.148400 0.063310 0.002270 -0.003970 -0.000610 -0.000020
4.60 10 0.5 0.196640 0.077440 0.003390 -0.003830 -0.000710 -0.000090
4.60 12 0.5 0.247610 0.096220 0.004500 -0.003630 -0.000780 -0.000110
4.60 15 0.5 0.329610 0.133820 0.005720 -0.003230 -0.000860 -0.000200
4.60 17 0.5 0.387900 0.165580 0.005880 -0.003130 -0.000930 -0.000250
4.60 18 0.5 0.418720 0.183870 0.005730 -0.003020 -0.000960 -0.000250
4.60 20 0.5 0.482500 0.225070 0.004910 -0.002980 -0.001070 -0.000210
4.60 22 0.5 0.546260 0.272070 0.004420 -0.002970 -0.001150 -0.000150
4.60 24 0.5 0.610880 0.325200 0.003940 -0.002950 -0.001250 -0.000120
4.60 25 0.5 0.643090 0.353790 0.003230 -0.002850 -0.001340 -0.000120
4.60 26 0.5 0.677190 0.384970 0.002740 -0.002600 -0.001220 -0.000160
4.60 28 0.5 0.744740 0.451990 0.000840 -0.002810 -0.001360 -0.000240
4.60 30 0.5 0.812000 0.525990 -0.000860 -0.002640 -0.001350 -0.000330
4.80 -5 0.5 -0.104200 0.056910 -0.005820 -0.004880 -0.000490 0.000130
4.80 -2 0.5 -0.049540 0.046110 -0.003890 -0.004200 -0.000520 0.000120
4.80 0 0.5 -0.015300 0.044220 -0.002620 -0.004030 -0.000510 0.000110
4.80 2 0.5 0.020550 0.044150 -0.001340 -0.004010 -0.000410 0.000070
4.80 5 0.5 0.078330 0.049100 0.000730 -0.004020 -0.000510 0.000040
4.80 8 0.5 0.143270 0.062030 0.002610 -0.003850 -0.000570 -0.000040
4.80 10 0.5 0.190580 0.075940 0.003780 -0.003700 -0.000650 -0.000060
4.80 12 0.5 0.241120 0.094550 0.004840 -0.003590 -0.000750 -0.000130
4.80 15 0.5 0.321680 0.131610 0.005990 -0.003260 -0.000830 -0.000230
4.80 17 0.5 0.380320 0.163370 0.006170 -0.003100 -0.000890 -0.000230
4.80 18 0.5 0.411060 0.181540 0.005950 -0.003080 -0.000980 -0.000230
4.80 20 0.5 0.472910 0.221890 0.005550 -0.003010 -0.001070 -0.000130
4.80 22 0.5 0.535990 0.268230 0.005500 -0.002990 -0.001140 -0.000100
4.80 24 0.5 0.601600 0.321050 0.004560 -0.003100 -0.001270 -0.000140
4.80 25 0.5 0.635070 0.350000 0.003610 -0.002960 -0.001360 -0.000210
4.80 26 0.5 0.669030 0.380780 0.002890 -0.002990 -0.001250 -0.000180
4.80 28 0.5 0.738140 0.448150 0.001100 -0.003000 -0.001360 -0.000260
4.80 30 0.5 0.803260 0.520520 -0.000920 -0.002670 -0.001330 -0.000340
5.00 -5 0.5 -0.101830 0.055990 -0.005900 -0.004750 -0.000510 0.000150
5.00 -2 0.5 -0.047690 0.044780 -0.004120 -0.004300 -0.000550 0.000120
5.00 0 0.5 -0.015590 0.043460 -0.002530 -0.004120 -0.000510 0.000110
5.00 2 0.5 0.019040 0.043360 -0.001170 -0.003940 -0.000430 0.000080
5.00 5 0.5 0.075050 0.048200 0.000980 -0.003970 -0.000500 0.000040
