## rows of lgbb_as_planned.txt which were not included
## in lgbb_as.txt (helpful for predicting at the remaining
## grid locations)
##
## Applied Math & Statistics Department
## University of California, Santa Cruz
## 1156 High St.
## Santa Cruz, CA 95064
##
## POC: Robert B. Gramacy (rbgramacy@ams.ucsc.edu))
## Herbert K.H. Lee (herbie@ams.ucsc.edu)
## 
## index = row number from lgbb_planned.txt
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
##
index mach alpha beta
9921 4.8 7 1
9922 4.85 7 1
9923 4.9 7 1
9924 4.95 7 1
9925 5 7 1
9926 5.05 7 1
9927 5.1 7 1
9928 5.15 7 1
9929 5.2 7 1
9930 5.25 7 1
9931 5.3 7 1
9932 5.35 7 1
9933 5.4 7 1
9934 5.45 7 1
9935 5.5 7 1
9936 5.55 7 1
9937 5.6 7 1
9938 5.65 7 1
9939 5.7 7 1
9940 5.75 7 1
9941 5.8 7 1
9942 5.85 7 1
9943 5.9 7 1
9944 5.95 7 1
9945 6 7 1
9946 0.2 8 1
9947 0.25 8 1
9948 0.3 8 1
9949 0.35 8 1
9950 0.4 8 1
9951 0.45 8 1
9952 0.5 8 1
9953 0.55 8 1
9954 0.6 8 1
9955 0.65 8 1
9956 0.7 8 1
9957 0.75 8 1
9958 0.8 8 1
9959 0.85 8 1
9960 0.9 8 1
9961 0.95 8 1
9963 1.05 8 1
9964 1.1 8 1
9965 1.15 8 1
9966 1.2 8 1
9967 1.25 8 1
9968 1.3 8 1
9969 1.35 8 1
9970 1.4 8 1
9972 1.5 8 1
9973 1.55 8 1
9974 1.6 8 1
9975 1.65 8 1
9976 1.7 8 1
9977 1.75 8 1
9978 1.8 8 1
9979 1.85 8 1
9980 1.9 8 1
9981 1.95 8 1
9982 2 8 1
9983 2.05 8 1
9984 2.1 8 1
9985 2.15 8 1
9986 2.2 8 1
9987 2.25 8 1
9988 2.3 8 1
9989 2.35 8 1
9990 2.4 8 1
9991 2.45 8 1
9992 2.5 8 1
9993 2.55 8 1
9994 2.6 8 1
9995 2.65 8 1
9996 2.7 8 1
9997 2.75 8 1
9998 2.8 8 1
9999 2.85 8 1
10000 2.9 8 1
10001 2.95 8 1
10002 3 8 1
10003 3.05 8 1
10004 3.1 8 1
10005 3.15 8 1
10006 3.2 8 1
10007 3.25 8 1
10008 3.3 8 1
10009 3.35 8 1
10010 3.4 8 1
10011 3.45 8 1
10012 3.5 8 1
10013 3.55 8 1
10014 3.6 8 1
10015 3.65 8 1
10016 3.7 8 1
10017 3.75 8 1
10018 3.8 8 1
10020 3.9 8 1
10021 3.95 8 1
10022 4 8 1
10023 4.05 8 1
10024 4.1 8 1
10025 4.15 8 1
10026 4.2 8 1
10027 4.25 8 1
10028 4.3 8 1
10029 4.35 8 1
10030 4.4 8 1
10031 4.45 8 1
10032 4.5 8 1
10033 4.55 8 1
10034 4.6 8 1
10035 4.65 8 1
10036 4.7 8 1
10037 4.75 8 1
10038 4.8 8 1
10039 4.85 8 1
10040 4.9 8 1
10041 4.95 8 1
10042 5 8 1
10043 5.05 8 1
10044 5.1 8 1
10045 5.15 8 1
10046 5.2 8 1
10047 5.25 8 1
10048 5.3 8 1
10049 5.35 8 1
10050 5.4 8 1
10051 5.45 8 1
10052 5.5 8 1
10053 5.55 8 1
10054 5.6 8 1
10055 5.65 8 1
10056 5.7 8 1
10057 5.75 8 1
10058 5.8 8 1
10059 5.85 8 1
10060 5.9 8 1
10061 5.95 8 1
10062 6 8 1
10064 0.25 9 1
10065 0.3 9 1
10066 0.35 9 1
10067 0.4 9 1
10069 0.5 9 1
10070 0.55 9 1
10071 0.6 9 1
10072 0.65 9 1
10073 0.7 9 1
10074 0.75 9 1
10075 0.8 9 1
10076 0.85 9 1
10078 0.95 9 1
10079 1 9 1
10080 1.05 9 1
10081 1.1 9 1
10082 1.15 9 1
10083 1.2 9 1
10084 1.25 9 1
10085 1.3 9 1
10086 1.35 9 1
10087 1.4 9 1
10088 1.45 9 1
10089 1.5 9 1
10090 1.55 9 1
10091 1.6 9 1
10092 1.65 9 1
10093 1.7 9 1
10094 1.75 9 1
10095 1.8 9 1
10096 1.85 9 1
10097 1.9 9 1
10098 1.95 9 1
10099 2 9 1
10100 2.05 9 1
10101 2.1 9 1
10102 2.15 9 1
10103 2.2 9 1
10104 2.25 9 1
10105 2.3 9 1
10106 2.35 9 1
10107 2.4 9 1
10108 2.45 9 1
10109 2.5 9 1
10110 2.55 9 1
10111 2.6 9 1
10112 2.65 9 1
10113 2.7 9 1
10114 2.75 9 1
10115 2.8 9 1
10116 2.85 9 1
10117 2.9 9 1
10118 2.95 9 1
10119 3 9 1
10120 3.05 9 1
10121 3.1 9 1
10122 3.15 9 1
10123 3.2 9 1
10124 3.25 9 1
10125 3.3 9 1
10126 3.35 9 1
10127 3.4 9 1
10128 3.45 9 1
10129 3.5 9 1
10130 3.55 9 1
10131 3.6 9 1
10132 3.65 9 1
10133 3.7 9 1
10134 3.75 9 1
10135 3.8 9 1
10136 3.85 9 1
10137 3.9 9 1
10138 3.95 9 1
10139 4 9 1
10140 4.05 9 1
10141 4.1 9 1
10142 4.15 9 1
10143 4.2 9 1
10144 4.25 9 1
10145 4.3 9 1
10146 4.35 9 1
10147 4.4 9 1
10148 4.45 9 1
10149 4.5 9 1
10150 4.55 9 1
10151 4.6 9 1
10152 4.65 9 1
10153 4.7 9 1
10154 4.75 9 1
10155 4.8 9 1
10156 4.85 9 1
10157 4.9 9 1
10158 4.95 9 1
10159 5 9 1
10160 5.05 9 1
10161 5.1 9 1
10162 5.15 9 1
10163 5.2 9 1
10164 5.25 9 1
10165 5.3 9 1
10166 5.35 9 1
10167 5.4 9 1
10168 5.45 9 1
10169 5.5 9 1
10170 5.55 9 1
10171 5.6 9 1
10172 5.65 9 1
10173 5.7 9 1
10174 5.75 9 1
10175 5.8 9 1
10176 5.85 9 1
10177 5.9 9 1
10178 5.95 9 1
10179 6 9 1
10180 0.2 10 1
10181 0.25 10 1
10182 0.3 10 1
10183 0.35 10 1
10184 0.4 10 1
10185 0.45 10 1
10186 0.5 10 1
10187 0.55 10 1
10188 0.6 10 1
10189 0.65 10 1
10190 0.7 10 1
10191 0.75 10 1
10193 0.85 10 1
10194 0.9 10 1
10195 0.95 10 1
10196 1 10 1
10197 1.05 10 1
10198 1.1 10 1
10199 1.15 10 1
10200 1.2 10 1
10201 1.25 10 1
10202 1.3 10 1
10203 1.35 10 1
10204 1.4 10 1
10205 1.45 10 1
10206 1.5 10 1
10207 1.55 10 1
10208 1.6 10 1
10209 1.65 10 1
10210 1.7 10 1
10211 1.75 10 1
10212 1.8 10 1
10213 1.85 10 1
10214 1.9 10 1
10215 1.95 10 1
10216 2 10 1
10217 2.05 10 1
10218 2.1 10 1
10219 2.15 10 1
10220 2.2 10 1
10221 2.25 10 1
10222 2.3 10 1
10223 2.35 10 1
10224 2.4 10 1
10225 2.45 10 1
10226 2.5 10 1
10227 2.55 10 1
10228 2.6 10 1
10229 2.65 10 1
10230 2.7 10 1
10231 2.75 10 1
10232 2.8 10 1
10233 2.85 10 1
10234 2.9 10 1
10235 2.95 10 1
10236 3 10 1
10237 3.05 10 1
10238 3.1 10 1
10239 3.15 10 1
10240 3.2 10 1
10241 3.25 10 1
10242 3.3 10 1
10243 3.35 10 1
10244 3.4 10 1
10245 3.45 10 1
10246 3.5 10 1
10247 3.55 10 1
10248 3.6 10 1
10249 3.65 10 1
10250 3.7 10 1
10251 3.75 10 1
10252 3.8 10 1
10253 3.85 10 1
10254 3.9 10 1
10255 3.95 10 1
10256 4 10 1
10257 4.05 10 1
10258 4.1 10 1
10259 4.15 10 1
10260 4.2 10 1
10261 4.25 10 1
10262 4.3 10 1
10263 4.35 10 1
10264 4.4 10 1
10265 4.45 10 1
10266 4.5 10 1
10267 4.55 10 1
10268 4.6 10 1
10269 4.65 10 1
10270 4.7 10 1
10271 4.75 10 1
10272 4.8 10 1
10273 4.85 10 1
10274 4.9 10 1
10275 4.95 10 1
10276 5 10 1
10277 5.05 10 1
10278 5.1 10 1
10279 5.15 10 1
10280 5.2 10 1
10281 5.25 10 1
10282 5.3 10 1
10283 5.35 10 1
10284 5.4 10 1
10285 5.45 10 1
10286 5.5 10 1
10287 5.55 10 1
10288 5.6 10 1
10289 5.65 10 1
10290 5.7 10 1
10291 5.75 10 1
10292 5.8 10 1
10293 5.85 10 1
10294 5.9 10 1
10296 6 10 1
10297 0.2 11 1
10298 0.25 11 1
10299 0.3 11 1
10300 0.35 11 1
10301 0.4 11 1
10303 0.5 11 1
10304 0.55 11 1
10305 0.6 11 1
10306 0.65 11 1
10307 0.7 11 1
10308 0.75 11 1
10309 0.8 11 1
10310 0.85 11 1
10311 0.9 11 1
10312 0.95 11 1
10313 1 11 1
10314 1.05 11 1
10315 1.1 11 1
10316 1.15 11 1
10317 1.2 11 1
10318 1.25 11 1
10319 1.3 11 1
10320 1.35 11 1
10321 1.4 11 1
10322 1.45 11 1
10323 1.5 11 1
10324 1.55 11 1
10325 1.6 11 1
10326 1.65 11 1
10327 1.7 11 1
10328 1.75 11 1
10329 1.8 11 1
10330 1.85 11 1
10331 1.9 11 1
10332 1.95 11 1
10333 2 11 1
10334 2.05 11 1
10335 2.1 11 1
10336 2.15 11 1
10338 2.25 11 1
10339 2.3 11 1
10340 2.35 11 1
10341 2.4 11 1
10342 2.45 11 1
10343 2.5 11 1
10344 2.55 11 1
10345 2.6 11 1
10346 2.65 11 1
10347 2.7 11 1
10348 2.75 11 1
10349 2.8 11 1
10350 2.85 11 1
10351 2.9 11 1
10352 2.95 11 1
10353 3 11 1
10354 3.05 11 1
10355 3.1 11 1
10356 3.15 11 1
10357 3.2 11 1
10358 3.25 11 1
10359 3.3 11 1
10360 3.35 11 1
10361 3.4 11 1
10362 3.45 11 1
10363 3.5 11 1
10364 3.55 11 1
10365 3.6 11 1
10366 3.65 11 1
10367 3.7 11 1
10368 3.75 11 1
10369 3.8 11 1
10370 3.85 11 1
10371 3.9 11 1
10372 3.95 11 1
10373 4 11 1
10374 4.05 11 1
10375 4.1 11 1
10376 4.15 11 1
10377 4.2 11 1
10378 4.25 11 1
10379 4.3 11 1
10380 4.35 11 1
10381 4.4 11 1
10382 4.45 11 1
10383 4.5 11 1
10384 4.55 11 1
10385 4.6 11 1
10386 4.65 11 1
10387 4.7 11 1
10388 4.75 11 1
10389 4.8 11 1
10390 4.85 11 1
10391 4.9 11 1
10392 4.95 11 1
10393 5 11 1
10394 5.05 11 1
10395 5.1 11 1
10396 5.15 11 1
10397 5.2 11 1
10398 5.25 11 1
10399 5.3 11 1
10400 5.35 11 1
10401 5.4 11 1
10402 5.45 11 1
10403 5.5 11 1
10404 5.55 11 1
10405 5.6 11 1
10406 5.65 11 1
10407 5.7 11 1
10408 5.75 11 1
10409 5.8 11 1
10410 5.85 11 1
10411 5.9 11 1
10412 5.95 11 1
10413 6 11 1
10414 0.2 12 1
10415 0.25 12 1
10416 0.3 12 1
10417 0.35 12 1
10418 0.4 12 1
10419 0.45 12 1
10420 0.5 12 1
10421 0.55 12 1
10422 0.6 12 1
10423 0.65 12 1
10424 0.7 12 1
10425 0.75 12 1
10426 0.8 12 1
10428 0.9 12 1
10429 0.95 12 1
10430 1 12 1
10431 1.05 12 1
10432 1.1 12 1
10433 1.15 12 1
10434 1.2 12 1
10435 1.25 12 1
10436 1.3 12 1
10437 1.35 12 1
10438 1.4 12 1
10439 1.45 12 1
10440 1.5 12 1
10441 1.55 12 1
10442 1.6 12 1
10444 1.7 12 1
10445 1.75 12 1
10446 1.8 12 1
10447 1.85 12 1
10448 1.9 12 1
10449 1.95 12 1
10450 2 12 1
10451 2.05 12 1
10452 2.1 12 1
10453 2.15 12 1
10454 2.2 12 1
10455 2.25 12 1
10456 2.3 12 1
10457 2.35 12 1
10458 2.4 12 1
10459 2.45 12 1
10460 2.5 12 1
10461 2.55 12 1
10462 2.6 12 1
10463 2.65 12 1
10464 2.7 12 1
10465 2.75 12 1
10466 2.8 12 1
10467 2.85 12 1
10468 2.9 12 1
10469 2.95 12 1
10470 3 12 1
10471 3.05 12 1
10472 3.1 12 1
10473 3.15 12 1
10474 3.2 12 1
10475 3.25 12 1
10476 3.3 12 1
10477 3.35 12 1
10478 3.4 12 1
10479 3.45 12 1
10480 3.5 12 1
10481 3.55 12 1
10482 3.6 12 1
10483 3.65 12 1
10484 3.7 12 1
10485 3.75 12 1
10486 3.8 12 1
10487 3.85 12 1
10488 3.9 12 1
10489 3.95 12 1
10490 4 12 1
10491 4.05 12 1
10492 4.1 12 1
10493 4.15 12 1
10494 4.2 12 1
10495 4.25 12 1
10496 4.3 12 1
10497 4.35 12 1
10498 4.4 12 1
10499 4.45 12 1
10500 4.5 12 1
10501 4.55 12 1
10502 4.6 12 1
10503 4.65 12 1
10504 4.7 12 1
10505 4.75 12 1
10506 4.8 12 1
10507 4.85 12 1
10508 4.9 12 1
10509 4.95 12 1
10510 5 12 1
10511 5.05 12 1
10512 5.1 12 1
10513 5.15 12 1
10514 5.2 12 1
10515 5.25 12 1
10516 5.3 12 1
10517 5.35 12 1
10518 5.4 12 1
10519 5.45 12 1
10520 5.5 12 1
10521 5.55 12 1
10522 5.6 12 1
10523 5.65 12 1
10524 5.7 12 1
10525 5.75 12 1
10526 5.8 12 1
10527 5.85 12 1
10528 5.9 12 1
10529 5.95 12 1
10530 6 12 1
10531 0.2 13 1
10532 0.25 13 1
10533 0.3 13 1
10534 0.35 13 1
10535 0.4 13 1
10536 0.45 13 1
10537 0.5 13 1
10538 0.55 13 1
10539 0.6 13 1
10540 0.65 13 1
10541 0.7 13 1
10542 0.75 13 1
10543 0.8 13 1
10544 0.85 13 1
10545 0.9 13 1
10547 1 13 1
10548 1.05 13 1
10549 1.1 13 1
10550 1.15 13 1
10551 1.2 13 1
10552 1.25 13 1
10553 1.3 13 1
10554 1.35 13 1
10555 1.4 13 1
10556 1.45 13 1
10557 1.5 13 1
10558 1.55 13 1
10559 1.6 13 1
10560 1.65 13 1
10561 1.7 13 1
10562 1.75 13 1
10563 1.8 13 1
10564 1.85 13 1
10565 1.9 13 1
10566 1.95 13 1
10567 2 13 1
10568 2.05 13 1
10569 2.1 13 1
10570 2.15 13 1
10571 2.2 13 1
10572 2.25 13 1
10573 2.3 13 1
10574 2.35 13 1
10575 2.4 13 1
10576 2.45 13 1
10577 2.5 13 1
10578 2.55 13 1
10579 2.6 13 1
10580 2.65 13 1
10581 2.7 13 1
10582 2.75 13 1
10583 2.8 13 1
10584 2.85 13 1
10585 2.9 13 1
10586 2.95 13 1
10587 3 13 1
10588 3.05 13 1
10589 3.1 13 1
10590 3.15 13 1
10591 3.2 13 1
10592 3.25 13 1
10593 3.3 13 1
10594 3.35 13 1
10595 3.4 13 1
10596 3.45 13 1
10597 3.5 13 1
10598 3.55 13 1
10599 3.6 13 1
10600 3.65 13 1
10601 3.7 13 1
10602 3.75 13 1
10603 3.8 13 1
10604 3.85 13 1
10605 3.9 13 1
10606 3.95 13 1
10607 4 13 1
10608 4.05 13 1
10609 4.1 13 1
10610 4.15 13 1
10611 4.2 13 1
10612 4.25 13 1
10613 4.3 13 1
10614 4.35 13 1
10615 4.4 13 1
10616 4.45 13 1
10617 4.5 13 1
10618 4.55 13 1
10619 4.6 13 1
10620 4.65 13 1
10621 4.7 13 1
10622 4.75 13 1
10623 4.8 13 1
10624 4.85 13 1
10625 4.9 13 1
10626 4.95 13 1
10627 5 13 1
10628 5.05 13 1
10629 5.1 13 1
10630 5.15 13 1
10631 5.2 13 1
10632 5.25 13 1
10633 5.3 13 1
10634 5.35 13 1
10635 5.4 13 1
10636 5.45 13 1
10637 5.5 13 1
10638 5.55 13 1
10639 5.6 13 1
10640 5.65 13 1
10641 5.7 13 1
10642 5.75 13 1
10643 5.8 13 1
10644 5.85 13 1
10645 5.9 13 1
10646 5.95 13 1
10647 6 13 1
10649 0.25 14 1
10650 0.3 14 1
10651 0.35 14 1
10652 0.4 14 1
10653 0.45 14 1
10654 0.5 14 1
10655 0.55 14 1
10656 0.6 14 1
10657 0.65 14 1
10658 0.7 14 1
10659 0.75 14 1
10660 0.8 14 1
10662 0.9 14 1
10663 0.95 14 1
10664 1 14 1
10665 1.05 14 1
10666 1.1 14 1
10668 1.2 14 1
10669 1.25 14 1
10670 1.3 14 1
10671 1.35 14 1
10672 1.4 14 1
10673 1.45 14 1
10674 1.5 14 1
10675 1.55 14 1
10676 1.6 14 1
10677 1.65 14 1
10678 1.7 14 1
10679 1.75 14 1
10680 1.8 14 1
10681 1.85 14 1
10682 1.9 14 1
10683 1.95 14 1
10684 2 14 1
10685 2.05 14 1
10686 2.1 14 1
10687 2.15 14 1
10688 2.2 14 1
10689 2.25 14 1
10690 2.3 14 1
10691 2.35 14 1
10692 2.4 14 1
10693 2.45 14 1
10694 2.5 14 1
10695 2.55 14 1
10696 2.6 14 1
10697 2.65 14 1
10698 2.7 14 1
10699 2.75 14 1
10700 2.8 14 1
10701 2.85 14 1
10702 2.9 14 1
10703 2.95 14 1
10704 3 14 1
10705 3.05 14 1
10706 3.1 14 1
10707 3.15 14 1
10708 3.2 14 1
10709 3.25 14 1
10710 3.3 14 1
10711 3.35 14 1
10712 3.4 14 1
10713 3.45 14 1
10714 3.5 14 1
10715 3.55 14 1
10716 3.6 14 1
10717 3.65 14 1
10718 3.7 14 1
10719 3.75 14 1
10720 3.8 14 1
10721 3.85 14 1
10722 3.9 14 1
10723 3.95 14 1
10724 4 14 1
10725 4.05 14 1
10726 4.1 14 1
10727 4.15 14 1
10728 4.2 14 1
10729 4.25 14 1
10730 4.3 14 1
10731 4.35 14 1
10732 4.4 14 1
10733 4.45 14 1
10734 4.5 14 1
10735 4.55 14 1
10736 4.6 14 1
10737 4.65 14 1
10738 4.7 14 1
10739 4.75 14 1
10740 4.8 14 1
10741 4.85 14 1
10742 4.9 14 1
10743 4.95 14 1
10744 5 14 1
10745 5.05 14 1
10746 5.1 14 1
10747 5.15 14 1
10748 5.2 14 1
10749 5.25 14 1
10750 5.3 14 1
10751 5.35 14 1
10752 5.4 14 1
10753 5.45 14 1
10754 5.5 14 1
10755 5.55 14 1
10756 5.6 14 1
10757 5.65 14 1
10758 5.7 14 1
10759 5.75 14 1
10760 5.8 14 1
10761 5.85 14 1
10762 5.9 14 1
10763 5.95 14 1
10764 6 14 1
10765 0.2 15 1
10766 0.25 15 1
10767 0.3 15 1
10768 0.35 15 1
10769 0.4 15 1
10770 0.45 15 1
10771 0.5 15 1
10772 0.55 15 1
10773 0.6 15 1
10774 0.65 15 1
10776 0.75 15 1
10777 0.8 15 1
10778 0.85 15 1
10779 0.9 15 1
10780 0.95 15 1
10781 1 15 1
10782 1.05 15 1
10783 1.1 15 1
10784 1.15 15 1
10786 1.25 15 1
10787 1.3 15 1
10788 1.35 15 1
10789 1.4 15 1
10790 1.45 15 1
10791 1.5 15 1
10792 1.55 15 1
10793 1.6 15 1
10794 1.65 15 1
10795 1.7 15 1
10796 1.75 15 1
10797 1.8 15 1
10798 1.85 15 1
10799 1.9 15 1
10800 1.95 15 1
10801 2 15 1
10802 2.05 15 1
10803 2.1 15 1
10804 2.15 15 1
10805 2.2 15 1
10806 2.25 15 1
10807 2.3 15 1
10808 2.35 15 1
10809 2.4 15 1
10810 2.45 15 1
10811 2.5 15 1
10812 2.55 15 1
10813 2.6 15 1
10814 2.65 15 1
10815 2.7 15 1
10816 2.75 15 1
10817 2.8 15 1
10818 2.85 15 1
10819 2.9 15 1
10820 2.95 15 1
10821 3 15 1
10822 3.05 15 1
10823 3.1 15 1
10824 3.15 15 1
10825 3.2 15 1
10826 3.25 15 1
10827 3.3 15 1
10828 3.35 15 1
10829 3.4 15 1
10830 3.45 15 1
10831 3.5 15 1
10832 3.55 15 1
10833 3.6 15 1
10834 3.65 15 1
10835 3.7 15 1
10836 3.75 15 1
10837 3.8 15 1
10838 3.85 15 1
10839 3.9 15 1
10840 3.95 15 1
10841 4 15 1
10842 4.05 15 1
10843 4.1 15 1
10844 4.15 15 1
10845 4.2 15 1
10846 4.25 15 1
10848 4.35 15 1
10849 4.4 15 1
10850 4.45 15 1
10851 4.5 15 1
10852 4.55 15 1
10853 4.6 15 1
10854 4.65 15 1
10855 4.7 15 1
10856 4.75 15 1
10857 4.8 15 1
10858 4.85 15 1
10859 4.9 15 1
10860 4.95 15 1
10861 5 15 1
10862 5.05 15 1
10863 5.1 15 1
10864 5.15 15 1
10865 5.2 15 1
10866 5.25 15 1
10867 5.3 15 1
10868 5.35 15 1
10869 5.4 15 1
10870 5.45 15 1
10871 5.5 15 1
10872 5.55 15 1
10873 5.6 15 1
10874 5.65 15 1
10875 5.7 15 1
10876 5.75 15 1
10877 5.8 15 1
10878 5.85 15 1
10879 5.9 15 1
10880 5.95 15 1
10881 6 15 1
10882 0.2 16 1
10883 0.25 16 1
10884 0.3 16 1
10885 0.35 16 1
10886 0.4 16 1
10887 0.45 16 1
10888 0.5 16 1
10889 0.55 16 1
10890 0.6 16 1
10892 0.7 16 1
10893 0.75 16 1
10894 0.8 16 1
10895 0.85 16 1
10897 0.95 16 1
10898 1 16 1
10899 1.05 16 1
10900 1.1 16 1
10901 1.15 16 1
10902 1.2 16 1
10903 1.25 16 1
10904 1.3 16 1
10905 1.35 16 1
10906 1.4 16 1
10907 1.45 16 1
10908 1.5 16 1
10909 1.55 16 1
10910 1.6 16 1
10911 1.65 16 1
10912 1.7 16 1
10913 1.75 16 1
10914 1.8 16 1
10915 1.85 16 1
10916 1.9 16 1
10917 1.95 16 1
10918 2 16 1
10919 2.05 16 1
10920 2.1 16 1
10921 2.15 16 1
10923 2.25 16 1
10924 2.3 16 1
10925 2.35 16 1
10926 2.4 16 1
10927 2.45 16 1
10928 2.5 16 1
10929 2.55 16 1
10930 2.6 16 1
10931 2.65 16 1
10932 2.7 16 1
10933 2.75 16 1
10934 2.8 16 1
10935 2.85 16 1
10936 2.9 16 1
10937 2.95 16 1
10938 3 16 1
10939 3.05 16 1
10940 3.1 16 1
10941 3.15 16 1
10942 3.2 16 1
10943 3.25 16 1
10944 3.3 16 1
10945 3.35 16 1
10946 3.4 16 1
10947 3.45 16 1
10948 3.5 16 1
10949 3.55 16 1
10950 3.6 16 1
10951 3.65 16 1
10952 3.7 16 1
10953 3.75 16 1
10954 3.8 16 1
10955 3.85 16 1
10956 3.9 16 1
10957 3.95 16 1
10958 4 16 1
10959 4.05 16 1
10960 4.1 16 1
10961 4.15 16 1
10962 4.2 16 1
10963 4.25 16 1
10964 4.3 16 1
10965 4.35 16 1
10966 4.4 16 1
10967 4.45 16 1
10968 4.5 16 1
10969 4.55 16 1
10970 4.6 16 1
10971 4.65 16 1
10972 4.7 16 1
10973 4.75 16 1
10974 4.8 16 1
10975 4.85 16 1
10976 4.9 16 1
10977 4.95 16 1
10978 5 16 1
10979 5.05 16 1
10980 5.1 16 1
10981 5.15 16 1
10982 5.2 16 1
10983 5.25 16 1
10984 5.3 16 1
10985 5.35 16 1
10986 5.4 16 1
10987 5.45 16 1
10988 5.5 16 1
10989 5.55 16 1
10990 5.6 16 1
10991 5.65 16 1
10992 5.7 16 1
10993 5.75 16 1
10994 5.8 16 1
10995 5.85 16 1
10996 5.9 16 1
10997 5.95 16 1
10998 6 16 1
11000 0.25 17 1
11001 0.3 17 1
11002 0.35 17 1
11003 0.4 17 1
11004 0.45 17 1
11005 0.5 17 1
11006 0.55 17 1
11007 0.6 17 1
11008 0.65 17 1
11009 0.7 17 1
11010 0.75 17 1
11011 0.8 17 1
11012 0.85 17 1
11013 0.9 17 1
11014 0.95 17 1
11015 1 17 1
11016 1.05 17 1
11017 1.1 17 1
11019 1.2 17 1
11020 1.25 17 1
11021 1.3 17 1
11022 1.35 17 1
11023 1.4 17 1
11024 1.45 17 1
11025 1.5 17 1
11026 1.55 17 1
11027 1.6 17 1
11028 1.65 17 1
11029 1.7 17 1
11030 1.75 17 1
11031 1.8 17 1
11032 1.85 17 1
11033 1.9 17 1
11034 1.95 17 1
11035 2 17 1
11036 2.05 17 1
11037 2.1 17 1
11038 2.15 17 1
11039 2.2 17 1
11040 2.25 17 1
11041 2.3 17 1
11042 2.35 17 1
11043 2.4 17 1
11044 2.45 17 1
11045 2.5 17 1
11046 2.55 17 1
11047 2.6 17 1
11048 2.65 17 1
11049 2.7 17 1
11050 2.75 17 1
11051 2.8 17 1
11052 2.85 17 1
11053 2.9 17 1
11054 2.95 17 1
11055 3 17 1
11056 3.05 17 1
11057 3.1 17 1
11058 3.15 17 1
11059 3.2 17 1
11060 3.25 17 1
11061 3.3 17 1
11062 3.35 17 1
11063 3.4 17 1
11064 3.45 17 1
11065 3.5 17 1
11066 3.55 17 1
11067 3.6 17 1
11068 3.65 17 1
11069 3.7 17 1
11070 3.75 17 1
11071 3.8 17 1
11072 3.85 17 1
11073 3.9 17 1
11074 3.95 17 1
11075 4 17 1
11076 4.05 17 1
11077 4.1 17 1
11078 4.15 17 1
11079 4.2 17 1
11080 4.25 17 1
11081 4.3 17 1
11082 4.35 17 1
11083 4.4 17 1
11084 4.45 17 1
11085 4.5 17 1
11086 4.55 17 1
11087 4.6 17 1
11088 4.65 17 1
11089 4.7 17 1
11090 4.75 17 1
11091 4.8 17 1
11092 4.85 17 1
11093 4.9 17 1
11094 4.95 17 1
11095 5 17 1
11096 5.05 17 1
11097 5.1 17 1
11098 5.15 17 1
11099 5.2 17 1
11100 5.25 17 1
11101 5.3 17 1
11102 5.35 17 1
11103 5.4 17 1
11104 5.45 17 1
11105 5.5 17 1
11106 5.55 17 1
11107 5.6 17 1
11108 5.65 17 1
11109 5.7 17 1
11110 5.75 17 1
11111 5.8 17 1
11112 5.85 17 1
11113 5.9 17 1
11114 5.95 17 1
11115 6 17 1
11116 0.2 18 1
11117 0.25 18 1
11118 0.3 18 1
11119 0.35 18 1
11120 0.4 18 1
11121 0.45 18 1
11123 0.55 18 1
11124 0.6 18 1
11125 0.65 18 1
11126 0.7 18 1
11127 0.75 18 1
11128 0.8 18 1
11129 0.85 18 1
11130 0.9 18 1
11131 0.95 18 1
11132 1 18 1
11134 1.1 18 1
11135 1.15 18 1
11136 1.2 18 1
11137 1.25 18 1
11138 1.3 18 1
11139 1.35 18 1
11141 1.45 18 1
11142 1.5 18 1
11143 1.55 18 1
11144 1.6 18 1
11145 1.65 18 1
11146 1.7 18 1
11147 1.75 18 1
11148 1.8 18 1
11149 1.85 18 1
11150 1.9 18 1
11151 1.95 18 1
11152 2 18 1
11153 2.05 18 1
11154 2.1 18 1
11155 2.15 18 1
11156 2.2 18 1
11157 2.25 18 1
11158 2.3 18 1
11159 2.35 18 1
11160 2.4 18 1
11161 2.45 18 1
11162 2.5 18 1
11163 2.55 18 1
11164 2.6 18 1
11165 2.65 18 1
11166 2.7 18 1
11167 2.75 18 1
11168 2.8 18 1
11169 2.85 18 1
11170 2.9 18 1
11171 2.95 18 1
11172 3 18 1
11173 3.05 18 1
11174 3.1 18 1
11175 3.15 18 1
11176 3.2 18 1
11177 3.25 18 1
11178 3.3 18 1
11179 3.35 18 1
11180 3.4 18 1
11181 3.45 18 1
11182 3.5 18 1
11183 3.55 18 1
11184 3.6 18 1
11185 3.65 18 1
11186 3.7 18 1
11187 3.75 18 1
11188 3.8 18 1
11189 3.85 18 1
11190 3.9 18 1
11191 3.95 18 1
11192 4 18 1
11193 4.05 18 1
11194 4.1 18 1
11195 4.15 18 1
11196 4.2 18 1
11197 4.25 18 1
11198 4.3 18 1
11199 4.35 18 1
11200 4.4 18 1
11201 4.45 18 1
11202 4.5 18 1
11203 4.55 18 1
11204 4.6 18 1
11205 4.65 18 1
11206 4.7 18 1
11207 4.75 18 1
11208 4.8 18 1
11209 4.85 18 1
11210 4.9 18 1
